ko_to_module_prokaryotes	SRS012273	SRS011134	SRS011061	SRS011239
M00495	0.052253678391627034	0.027760271034877413	0.0048881111352447664	0.006136679108883984
M00497	0.012641669179878808	0.004706479120176296	0.016919559108599717	0.004269548983539145
M00498	0.0009051217653065991	0.001085327805694812	0.0010625988799275838	0.0007279966330140445
M00499	1.094744853487801	0.5995075190483887	1.0792813578565617	2.153364845874985
M00500	0.010526326921672659	0.0013922628023445385	0.0013482490323751717	0.0014946187912109514
M00501	0.0007630190838328853	0.003212638388809633	0.0007784804159092775	0.0010493492002461263
M00502	0.010645296990546109	0.0002419768419539442	3.2873686894200124e-05	0.0009153543857863835
M00503	0.010878789799120464	0.0	7.80023445721827e-06	0.0
M00504	0.01433383023488767	0.00012641320568336446	0.001797108389548099	0.0005220579777350372
M00505	0.00012062904587557583	0.0006198816128696764	0.0005494959645862155	0.00013979837431757648
M00506	0.21744222674618785	0.38182589426489644	0.13335572818145427	0.0988067668667347
M00507	0.001065852767491115	0.0003255688013815187	0.0020180778066888213	0.0003637120330163478
M00509	0.0007858270183754298	0.00040621654844660247	0.0	0.001135606719576655
M00511	0.015593755544721035	0.005442131924813365	0.003928906582647313	0.015935076078190023
M00512	0.0023188331599660293	0.0010842719110280318	0.0009188579786892208	6.388959622774671e-05
M00513	0.0007585159839220864	0.00048355942297591357	0.00025926548695320124	0.0008092602333520422
M00514	0.0015599271634123605	0.005295508223582099	0.03092915164698365	0.0068492598581906955
M00515	0.0005392970595798263	0.00016335080759702776	0.0008616761121017179	0.000245254437437711
M00517	6.262591591735375e-05	0.0013340979223450734	0.00042570311413825553	0.00018619809235049625
M00518	0.007075628484217391	0.004966018433122671	0.0015268014915146985	0.0020896014447010633
M00519	0.6591701262065623	0.4455661706880951	0.14612306560661947	0.179651797613493
M00520	0.0	0.000276924615625712	0.0009602331999771694	0.0
M00521	0.014336793535157905	0.020193349674682476	0.003953317378244682	0.005649095463582758
M00522	0.002552944110788594	0.008410977109448632	0.0006107055239166112	0.000677880882121972
M00524	0.00019688094523976748	0.0002957921196349492	0.0008463611813106245	0.00023808871818548755
M00525	1.0970212662353358	0.9612005289516257	1.1893389092493303	1.1537201552106555
M00526	1.244853179883574	1.3053579656311427	1.840629390297563	1.5662297317803144
M00527	2.1091392374327307	1.8397997548673546	2.509526082386411	2.2689108897436303
M00529	0.02326907654469335	0.011610419513355575	0.03773197037421345	0.011633792321054715
M00530	0.3283410330906856	0.2104894124310687	0.6025953703143784	0.37374065947702045
M00531	0.0664987717553307	0.0035703078448042036	0.0014777380650945172	0.0023949620825907516
M00532	1.6660213813253526	1.4251474582603334	2.6583225992544888	2.5062563974478014
M00533	0.0019161404367764219	0.0003299285918956	0.0	0.0001584606910290259
